sep=|
Title|Author|Year|Category|Genre|ID|Status|Date Added|Borrower Name|Date Borrowed|Due Date
The Road|F. Scott Fitzgerald|1903|Fiction|Romance|540|0|2025-11-13|Edward Norton|2026-05-12|2026-05-19
The Guest List|Dan Brown|1995|Non-Fiction|Philosophy|541|1|2025-09-15|||
Dune|William Gibson|1948|Non-Fiction|Memoir|542|1|2025-11-16|||
Big Little Lies|Markus Zusak|1949|Fiction|SciFi|543|0|2025-10-01|Bob Jones|2026-05-12|2026-05-19
The Left Hand of Darkness|Lucy Foley|1941|Non-Fiction|Science|544|0|2026-01-14|Alice Smith|2026-05-12|2026-05-19
Mistborn|Taylor Jenkins Reid|2019|Fiction|Crime|545|0|2026-03-24|Alice Smith|2026-05-12|2026-05-19
War and Peace|Ursula K Le Guin|1969|Non-Fiction|Biography|546|1|2026-05-08|||
The Goldfinch|Leo Tolstoy|1987|Non-Fiction|History|547|0|2026-03-24|Edward Norton|2026-04-22|2026-04-29
Daisy Jones and The Six|Antoine de Saint-Exupery|1939|Non-Fiction|Technology|548|0|2025-11-22|Edward Norton|2026-05-12|2026-05-19
Stardust|F. Scott Fitzgerald|2005|Fiction|Dystopian|549|0|2025-11-30|Alice Smith|2026-05-12|2026-05-19
The Great Gatsby|Homer|1975|Fiction|HistoricalFiction|550|1|2026-04-06|||
Anna Karenina|Alex Michaelides|1931|Fiction|Action|551|0|2025-05-17|Fiona Gallagher|2026-05-12|2026-05-19
Breakfast of Champions|Khaled Hosseini|1980|Fiction|SliceOfLife|552|1|2026-04-11|||
Life of Pi|Walter Isaacson|2017|Non-Fiction|Education|553|1|2026-03-28|||
No Country for Old Men|Dan Brown|1951|Non-Fiction|Technology|554|1|2026-02-10|||
American Gods|Dan Brown|2008|Non-Fiction|Science|555|0|2025-07-09|Fiona Gallagher|2026-05-12|2026-05-19
Project Hail Mary|Ursula K Le Guin|1906|Fiction|SciFi|556|1|2025-07-05|||
Mistborn|Sally Rooney|1996|Non-Fiction|Technology|557|1|2026-02-19|||
The Alchemist|Tara Westover|1907|Fiction|Fantasy|558|0|2025-10-27|Fiona Gallagher|2026-05-12|2026-05-19
Big Little Lies|Neil Gaiman|2017|Fiction|Crime|559|0|2026-01-22|Fiona Gallagher|2026-05-12|2026-05-19
Crime and Punishment|Homer|2022|Fiction|Mystery|560|1|2026-04-12|||
The Lost Symbol|Taylor Jenkins Reid|2017|Non-Fiction|Other|561|0|2025-07-22|George Costanza|2026-05-12|2026-05-19
The Guest List|Margaret Atwood|1980|Fiction|SciFi|562|1|2025-12-10|||
The Goldfinch|Harper Lee|2004|Fiction|Horror|563|1|2025-09-25|||
War and Peace|Stieg Larsson|1936|Fiction|Mystery|564|1|2025-09-27|||
Brave New World|James Clear|1982|Non-Fiction|Technology|565|0|2025-05-20|Alice Smith|2026-05-12|2026-05-19
The Book Thief|JRR Tolkien|1963|Non-Fiction|Health|566|0|2025-12-02|George Costanza|2026-05-12|2026-05-19
The Odyssey|Margaret Atwood|1989|Non-Fiction|TrueCrime|567|1|2025-07-16|||
Thinking Fast and Slow|Stieg Larsson|2020|Non-Fiction|Biography|568|0|2026-03-04|George Costanza|2026-04-22|2026-04-29
The Song of Achilles|Yann Martel|1965|Fiction|HistoricalFiction|569|1|2026-03-07|||
Hamilton|Lucy Foley|1976|Fiction|Dystopian|570|0|2025-12-29|George Costanza|2026-05-12|2026-05-19
A Farewell to Arms|F. Scott Fitzgerald|1974|Non-Fiction|Memoir|571|1|2026-01-31|||
Dune|F. Scott Fitzgerald|1980|Non-Fiction|Philosophy|572|1|2025-10-11|||
1984|Markus Zusak|1953|Non-Fiction|Memoir|573|1|2026-05-11|||
Conversations with Friends|Ursula K Le Guin|2003|Non-Fiction|Autobiography|574|0|2026-02-08|Edward Norton|2026-04-22|2026-04-29
Moby Dick|Ernest Hemingway|1902|Non-Fiction|Technology|575|1|2025-11-26|||
The Brothers Karamazov|Barbara Kingsolver|1929|Fiction|HistoricalFiction|576|1|2025-12-08|||
The Grapes of Wrath|Fyodor Dostoevsky|2022|Non-Fiction|Philosophy|577|1|2025-12-15|||
The Guest List|Charlotte Bronte|1911|Fiction|Fantasy|578|1|2025-11-15|||
The Goldfinch|Aldous Huxley|1925|Fiction|Crime|579|1|2026-03-10|||
The Goldfinch|Hanya Yanagihara|1927|Non-Fiction|Philosophy|580|0|2025-05-13|Charlie Brown|2026-05-12|2026-05-19
The Brothers Karamazov|F. Scott Fitzgerald|2013|Fiction|HistoricalFiction|581|1|2026-01-28|||
Atomic Habits|Stieg Larsson|1936|Non-Fiction|Psychology|582|1|2025-12-28|||
Conversations with Friends|Brandon Sanderson|1903|Non-Fiction|Science|583|0|2025-09-25|George Costanza|2026-05-12|2026-05-19
The Name of the Wind|Cormac McCarthy|2003|Non-Fiction|Memoir|584|1|2025-08-09|||
Inferno|Daniel Kahneman|2003|Fiction|Fantasy|585|1|2025-06-30|||
The Hobbit|F. Scott Fitzgerald|1912|Fiction|Thriller|586|1|2026-02-10|||
Deep Work|JRR Tolkien|1956|Non-Fiction|Education|587|0|2025-06-18|Edward Norton|2026-05-12|2026-05-19
Origin|Charlotte Bronte|2013|Fiction|SciFi|588|1|2025-07-31|||
Big Little Lies|Ernest Hemingway|1983|Non-Fiction|Biography|589|1|2026-02-02|||
The Little Prince|Paulo Coelho|1988|Non-Fiction|Travel|590|1|2026-01-05|||
A Tale of Two Cities|Khaled Hosseini|1992|Non-Fiction|Autobiography|591|1|2025-07-12|||
Circe|JD Salinger|2006|Fiction|Adventure|592|0|2025-05-23|Charlie Brown|2026-05-12|2026-05-19
Inferno|CS Lewis|1905|Non-Fiction|Psychology|593|1|2026-01-04|||
The Sirens of Titan|Ray Bradbury|2011|Non-Fiction|Religion|594|0|2025-11-27|Charlie Brown|2026-05-12|2026-05-19
The Alchemist|Delia Owens|2023|Fiction|Other|595|0|2026-04-20|Fiona Gallagher|2026-04-22|2026-04-29
H Is for Hawk|Delia Owens|1914|Fiction|Fantasy|596|1|2025-08-25|||
Deep Work|Lucy Foley|1913|Non-Fiction|Health|597|1|2025-11-20|||
The Secret History|Charlotte Bronte|1975|Fiction|Other|598|1|2025-12-18|||
Oryx and Crake|Ursula K Le Guin|1900|Fiction|SliceOfLife|599|1|2025-06-25|||
Anna Karenina|Herman Melville|1904|Fiction|Dystopian|600|1|2025-12-06|||
The Martian|Madeline Miller|2000|Fiction|YoungAdult|601|0|2025-07-22|George Costanza|2026-05-12|2026-05-19
The Left Hand of Darkness|Herman Melville|1901|Non-Fiction|Autobiography|602|1|2026-01-20|||
Fahrenheit 451|Richard Powers|1974|Non-Fiction|Other|603|1|2025-11-28|||
Cats Cradle|Joe Abercrombie|1943|Non-Fiction|Science|604|1|2026-05-04|||
Pride and Prejudice|Delia Owens|1989|Fiction|SciFi|605|1|2026-04-19|||
The Lost Symbol|George Orwell|2000|Non-Fiction|Biography|606|0|2025-05-25|Fiona Gallagher|2026-05-12|2026-05-19
Angels and Demons|Brandon Sanderson|2022|Fiction|SliceOfLife|607|1|2025-06-22|||
Thinking Fast and Slow|Tara Westover|1937|Fiction|Drama|608|1|2025-12-24|||
The Guest List|JRR Tolkien|1961|Non-Fiction|Psychology|609|1|2026-01-25|||
Homo Deus|Margaret Atwood|2018|Fiction|Adventure|610|1|2026-01-30|||
The Silent Patient|Andy Weir|1918|Non-Fiction|TrueCrime|611|0|2025-06-18|Bob Jones|2026-05-12|2026-05-19
Gone Girl|Ernest Hemingway|1909|Fiction|Crime|612|1|2026-03-03|||
Deep Work|Fyodor Dostoevsky|2014|Non-Fiction|Education|613|1|2026-01-15|||
Dark Places|JRR Tolkien|2012|Non-Fiction|Technology|614|1|2025-06-28|||
A Tale of Two Cities|Gillian Flynn|1956|Non-Fiction|Memoir|615|1|2026-04-09|||
Fahrenheit 451|Tara Westover|1956|Non-Fiction|Travel|616|1|2025-10-08|||
The Overstory|Richard Powers|1991|Non-Fiction|Education|617|1|2025-09-19|||
Neverwhere|Kurt Vonnegut|2015|Non-Fiction|History|618|1|2025-05-17|||
H Is for Hawk|Barbara Kingsolver|2002|Fiction|Adventure|619|1|2025-12-16|||
The Blind Assassin|JD Salinger|1933|Fiction|Thriller|620|1|2026-01-25|||
For Whom the Bell Tolls|Fyodor Dostoevsky|1926|Non-Fiction|History|621|0|2026-01-09|Diana Prince|2026-05-12|2026-05-19
The Left Hand of Darkness|Patrick Rothfuss|2020|Non-Fiction|TrueCrime|622|1|2025-12-04|||
Mistborn|Aldous Huxley|2003|Non-Fiction|Politics|623|1|2025-08-25|||
Atomic Habits|Joe Abercrombie|1971|Non-Fiction|Biography|624|1|2026-04-15|||
Angels and Demons|Carl Sagan|1950|Non-Fiction|Health|625|1|2025-07-31|||
The Lord of the Rings|Markus Zusak|1970|Non-Fiction|Travel|626|1|2026-02-18|||
Elon Musk|Dan Brown|1924|Non-Fiction|Biography|627|1|2025-06-25|||
Origin|Walter Isaacson|1956|Fiction|HistoricalFiction|628|1|2026-04-25|||
The Alchemist|Alex Michaelides|1977|Fiction|Dystopian|629|1|2025-12-19|||
Educated|Aldous Huxley|1982|Fiction|HistoricalFiction|630|1|2025-10-16|||
The Road|James Clear|2012|Non-Fiction|Other|631|0|2026-01-26|Edward Norton|2026-05-12|2026-05-19
Anna Karenina|Antoine de Saint-Exupery|1926|Fiction|Drama|632|1|2026-03-30|||
The Brothers Karamazov|Lucy Foley|1917|Fiction|Action|633|1|2025-11-07|||
The Little Prince|Frank Herbert|1950|Non-Fiction|History|634|1|2025-12-16|||
The Maidens|Harper Lee|1996|Fiction|Fantasy|635|1|2025-08-14|||
Quiet|Taylor Jenkins Reid|1909|Fiction|Horror|636|0|2025-07-18|Bob Jones|2026-04-22|2026-04-29
Gone Girl|Delia Owens|1902|Non-Fiction|Religion|637|1|2025-12-30|||
Blood Meridian|Stieg Larsson|2010|Fiction|SciFi|638|1|2025-05-17|||
Anansi Boys|George Orwell|2009|Non-Fiction|History|639|0|2026-01-07|Alice Smith|2026-05-12|2026-05-19
Grit|Neil Gaiman|1996|Non-Fiction|Psychology|640|0|2025-05-22|Alice Smith|2026-05-12|2026-05-19
The Book Thief|Joe Abercrombie|1912|Non-Fiction|Education|641|1|2025-06-14|||
The Girl with the Dragon Tattoo|CS Lewis|1934|Fiction|Fantasy|642|1|2025-05-27|||
The Seven Husbands of Evelyn Hugo|Sally Rooney|2007|Non-Fiction|Travel|643|1|2026-03-25|||
Slaughterhouse-Five|Ernest Hemingway|2010|Fiction|Dystopian|644|0|2026-01-05|Fiona Gallagher|2026-05-12|2026-05-19
Gone Girl|Yann Martel|1939|Fiction|Romance|645|1|2026-01-08|||
The Hunting Party|Ursula K Le Guin|1910|Fiction|Mystery|646|1|2025-09-08|||
The Handmaids Tale|Margaret Atwood|1917|Non-Fiction|History|647|0|2026-04-08|Bob Jones|2026-05-12|2026-05-19
Dark Places|Richard Powers|1964|Fiction|Romance|648|1|2025-09-25|||
The Sun Also Rises|John Steinbeck|1972|Fiction|Adventure|649|1|2025-12-30|||
The Alchemist|Erin Morgenstern|1928|Fiction|Romance|650|0|2025-06-18|George Costanza|2026-05-12|2026-05-19
The Odyssey|Margaret Atwood|1903|Fiction|Thriller|651|0|2025-09-16|Bob Jones|2026-05-12|2026-05-19
Daisy Jones and The Six|Andy Weir|1986|Fiction|SliceOfLife|652|1|2025-07-30|||
Normal People|Richard Powers|1904|Non-Fiction|Philosophy|653|0|2025-05-15|Charlie Brown|2026-05-12|2026-05-19
The Da Vinci Code|Tara Westover|1980|Non-Fiction|Psychology|654|1|2026-03-04|||
Elon Musk|Daniel Kahneman|1945|Non-Fiction|Other|655|1|2025-08-07|||
The Handmaids Tale|Joe Abercrombie|1923|Fiction|Mystery|656|1|2025-07-23|||
Fahrenheit 451|Tara Westover|1967|Non-Fiction|Other|657|1|2025-10-14|||
Great Expectations|Homer|1925|Non-Fiction|Biography|658|0|2025-05-27|Charlie Brown|2026-05-12|2026-05-19
A Tale of Two Cities|Tara Westover|1911|Fiction|Dystopian|659|1|2025-12-25|||
Steve Jobs|Barbara Kingsolver|2021|Non-Fiction|Technology|660|0|2025-08-02|Diana Prince|2026-04-22|2026-04-29
The Poisonwood Bible|JRR Tolkien|1953|Fiction|HistoricalFiction|661|0|2026-04-15|Diana Prince|2026-05-12|2026-05-19
Dune|Taylor Jenkins Reid|2022|Non-Fiction|Health|662|1|2025-11-22|||
The Road|Sally Rooney|1937|Fiction|SliceOfLife|663|1|2025-11-18|||
The Left Hand of Darkness|Kurt Vonnegut|1937|Non-Fiction|TrueCrime|664|1|2025-11-10|||
Neuromancer|Frank Herbert|1949|Fiction|Fantasy|665|1|2025-10-03|||
The Name of the Wind|Frank Herbert|2015|Non-Fiction|History|666|1|2026-02-21|||
The Hobbit|Margaret Atwood|1945|Fiction|SciFi|667|1|2025-05-13|||
The Sirens of Titan|Frank Herbert|2021|Fiction|Fantasy|668|1|2026-03-26|||
Normal People|CS Lewis|1927|Non-Fiction|Politics|669|0|2026-03-20|Bob Jones|2026-05-12|2026-05-19
Breakfast of Champions|JD Salinger|1940|Non-Fiction|Biography|670|1|2025-08-02|||
Anansi Boys|John Steinbeck|1976|Fiction|Dystopian|671|1|2025-12-16|||
Circe|George Orwell|1981|Fiction|YoungAdult|672|1|2026-04-11|||
Angels and Demons|Brandon Sanderson|1957|Non-Fiction|Travel|673|0|2026-04-16|George Costanza|2026-05-12|2026-05-19
Sapiens|Barbara Kingsolver|1975|Fiction|Fantasy|674|1|2025-08-14|||
The Name of the Wind|Leo Tolstoy|2024|Fiction|Other|675|1|2025-05-30|||
Fahrenheit 451|Dan Brown|1977|Fiction|Action|676|1|2025-06-19|||
The Grapes of Wrath|Charles Dickens|1900|Fiction|Fantasy|677|0|2026-04-22|Diana Prince|2026-05-12|2026-05-19
The Chronicles of Narnia|Charles Dickens|1949|Non-Fiction|History|678|1|2025-10-14|||
Anansi Boys|Yuval Noah Harari|1962|Fiction|SciFi|679|1|2025-12-14|||
The Blind Assassin|Harper Lee|1941|Fiction|Horror|680|1|2025-07-06|||
The Girl with the Dragon Tattoo|John Steinbeck|2002|Fiction|Action|681|1|2026-01-16|||
Animal Farm|Margaret Atwood|1989|Fiction|Crime|682|1|2026-03-21|||
Neuromancer|CS Lewis|2019|Fiction|Crime|683|1|2026-01-01|||
The Secret History|Gillian Flynn|1963|Non-Fiction|Travel|684|1|2025-09-02|||
Elon Musk|Paulo Coelho|1940|Non-Fiction|Health|685|1|2026-02-11|||
Project Hail Mary|Madeline Miller|2023|Non-Fiction|Biography|686|1|2025-09-17|||
The Paris Apartment|Brandon Sanderson|1931|Fiction|Horror|687|1|2025-10-02|||
The Hobbit|Richard Powers|1936|Non-Fiction|TrueCrime|688|1|2025-12-28|||
The Blade Itself|Alex Michaelides|2016|Fiction|HistoricalFiction|689|0|2025-08-19|George Costanza|2026-05-12|2026-05-19
A Tale of Two Cities|F. Scott Fitzgerald|1996|Non-Fiction|Travel|690|1|2026-02-06|||
The Iliad|Kurt Vonnegut|1919|Fiction|HistoricalFiction|691|0|2025-10-26|Fiona Gallagher|2026-05-12|2026-05-19
A Farewell to Arms|JRR Tolkien|1929|Fiction|Thriller|692|1|2026-05-02|||
Dark Places|Stieg Larsson|1910|Non-Fiction|Religion|693|0|2026-03-13|Charlie Brown|2026-05-12|2026-05-19
Fahrenheit 451|Aldous Huxley|1922|Non-Fiction|TrueCrime|694|1|2026-02-02|||
Stardust|JD Salinger|2008|Non-Fiction|Education|695|0|2026-01-24|Bob Jones|2026-05-12|2026-05-19
American Gods|Cormac McCarthy|1969|Fiction|Thriller|696|0|2025-08-23|Fiona Gallagher|2026-05-12|2026-05-19
Wild|Lucy Foley|1941|Non-Fiction|Economics|697|0|2025-12-11|Diana Prince|2026-05-12|2026-05-19
The Lord of the Rings|Dan Brown|1937|Non-Fiction|Philosophy|698|0|2026-02-15|Fiona Gallagher|2026-05-12|2026-05-19
Neuromancer|F. Scott Fitzgerald|1908|Fiction|Thriller|699|0|2026-01-08|George Costanza|2026-05-12|2026-05-19
Gone Girl|JD Salinger|1923|Non-Fiction|Travel|700|1|2025-06-07|||
The Lost Symbol|Isaac Asimov|2018|Non-Fiction|Philosophy|701|1|2025-07-07|||
H Is for Hawk|Antoine de Saint-Exupery|1928|Fiction|Mystery|702|1|2025-12-17|||
Crime and Punishment|JRR Tolkien|1949|Fiction|Thriller|703|1|2026-02-20|||
Circe|Daniel Kahneman|1937|Non-Fiction|TrueCrime|704|1|2025-06-04|||
Life of Pi|Dan Brown|1925|Non-Fiction|Other|705|0|2025-08-19|George Costanza|2026-04-22|2026-04-29
Wuthering Heights|Leo Tolstoy|2001|Non-Fiction|History|706|1|2025-08-07|||
For Whom the Bell Tolls|Andy Weir|1951|Non-Fiction|Politics|707|0|2025-06-12|Edward Norton|2026-05-12|2026-05-19
The Catcher in the Rye|Antoine de Saint-Exupery|1970|Fiction|Crime|708|1|2025-08-14|||
The Kite Runner|Liane Moriarty|1968|Non-Fiction|TrueCrime|709|0|2026-03-04|Fiona Gallagher|2026-05-12|2026-05-19
1984|Alex Michaelides|1979|Non-Fiction|Politics|710|1|2026-03-26|||
The Lost Symbol|Sally Rooney|1983|Non-Fiction|Religion|711|1|2026-03-01|||
The Song of Achilles|Liane Moriarty|1910|Fiction|Action|712|0|2025-10-10|Alice Smith|2026-05-12|2026-05-19
Jane Eyre|Carl Sagan|1954|Non-Fiction|Economics|713|1|2026-03-08|||
Educated|Joe Abercrombie|1945|Fiction|Adventure|714|0|2025-11-15|Fiona Gallagher|2026-05-12|2026-05-19
Educated|Yann Martel|1984|Non-Fiction|Economics|715|0|2026-04-11|George Costanza|2026-05-12|2026-05-19
Elon Musk|Alex Michaelides|1967|Fiction|HistoricalFiction|716|1|2026-04-09|||
Wild|Taylor Jenkins Reid|2003|Fiction|Drama|717|1|2026-05-10|||
Homo Deus|Walter Isaacson|1915|Fiction|SliceOfLife|718|1|2025-05-16|||
A Farewell to Arms|Antoine de Saint-Exupery|1939|Fiction|Drama|719|1|2026-04-12|||
No Country for Old Men|Taylor Jenkins Reid|1905|Fiction|SliceOfLife|720|1|2025-09-12|||
The Handmaids Tale|Madeline Miller|1945|Non-Fiction|Economics|721|1|2026-03-24|||
Jane Eyre|Aldous Huxley|2013|Non-Fiction|History|722|0|2025-06-03|Charlie Brown|2026-05-12|2026-05-19
The Glass Castle|Homer|1912|Fiction|HistoricalFiction|723|1|2025-05-21|||
Dark Places|Aldous Huxley|1955|Fiction|Crime|724|0|2026-01-03|Edward Norton|2026-04-22|2026-04-29
The Da Vinci Code|George Orwell|1980|Fiction|YoungAdult|725|1|2025-09-07|||
A Tale of Two Cities|Antoine de Saint-Exupery|1916|Non-Fiction|Travel|726|1|2025-12-23|||
The Guest List|Madeline Miller|1972|Non-Fiction|Psychology|727|1|2025-10-25|||
Alias Grace|George RR Martin|1953|Non-Fiction|Autobiography|728|0|2026-03-10|Edward Norton|2026-05-12|2026-05-19
The Silent Patient|Jane Austen|1911|Fiction|Horror|729|1|2025-08-26|||
The Blade Itself|Dan Brown|2019|Fiction|SciFi|730|1|2025-06-21|||
Atomic Habits|Delia Owens|1992|Fiction|Fantasy|731|1|2025-11-06|||
Oryx and Crake|Ernest Hemingway|1936|Non-Fiction|Travel|732|1|2026-03-06|||
The Seven Husbands of Evelyn Hugo|Markus Zusak|1905|Non-Fiction|Health|733|1|2025-11-02|||
Anansi Boys|Walter Isaacson|1968|Non-Fiction|Philosophy|734|1|2025-07-04|||
Moby Dick|Antoine de Saint-Exupery|1929|Fiction|SciFi|735|0|2025-06-29|Bob Jones|2026-04-22|2026-04-29
Elon Musk|Khaled Hosseini|1993|Fiction|YoungAdult|736|1|2025-09-10|||
Brave New World|James Clear|1963|Fiction|Other|737|1|2025-07-31|||
Homo Deus|Richard Powers|1995|Fiction|Drama|738|0|2025-06-12|Edward Norton|2026-05-12|2026-05-19
Crime and Punishment|Richard Powers|1999|Non-Fiction|Travel|739|1|2026-04-01|||
Crime and Punishment|Emily Bronte|1902|Non-Fiction|Science|740|1|2025-11-17|||
Project Hail Mary|Erin Morgenstern|1949|Non-Fiction|Other|741|1|2026-03-27|||
A Tale of Two Cities|Alex Michaelides|2006|Fiction|HistoricalFiction|742|1|2025-05-21|||
Normal People|Harper Lee|1954|Non-Fiction|Religion|743|1|2026-02-17|||
The Road|F. Scott Fitzgerald|1989|Fiction|Thriller|744|0|2026-03-04|George Costanza|2026-05-12|2026-05-19
The Sun Also Rises|Emily Bronte|1923|Non-Fiction|Politics|745|0|2026-02-25|Diana Prince|2026-05-12|2026-05-19
Angels and Demons|Charles Dickens|2014|Non-Fiction|Health|746|1|2026-05-09|||
The Maidens|Antoine de Saint-Exupery|1908|Fiction|Drama|747|0|2025-09-16|Bob Jones|2026-04-22|2026-04-29
Where the Crawdads Sing|Antoine de Saint-Exupery|1933|Non-Fiction|Religion|748|1|2025-11-14|||
The Old Man and the Sea|Frank Herbert|1979|Fiction|Action|749|1|2025-10-08|||
Animal Farm|Yuval Noah Harari|1916|Non-Fiction|Science|750|1|2025-10-19|||
Mistborn|Ray Bradbury|1966|Fiction|Adventure|751|0|2025-06-27|Edward Norton|2026-05-12|2026-05-19
The Great Gatsby|Herman Melville|1995|Non-Fiction|Technology|752|0|2026-04-23|Alice Smith|2026-05-12|2026-05-19
A Little Life|Homer|1967|Fiction|Romance|753|1|2026-03-19|||
The Hunting Party|Andy Weir|1997|Non-Fiction|Health|754|1|2026-01-25|||
Crime and Punishment|Yann Martel|1912|Fiction|Drama|755|1|2025-12-31|||
Project Hail Mary|Aldous Huxley|1923|Fiction|Crime|756|0|2025-12-24|Fiona Gallagher|2026-05-12|2026-05-19
Hamilton|F. Scott Fitzgerald|2013|Fiction|Crime|757|0|2025-11-26|Bob Jones|2026-05-12|2026-05-19
The Sun Also Rises|Donna Tartt|1942|Non-Fiction|Memoir|758|1|2025-05-23|||
Sapiens|Ursula K Le Guin|1938|Non-Fiction|Education|759|1|2026-01-01|||
The Brothers Karamazov|George Orwell|1924|Fiction|Drama|760|1|2025-07-15|||
The Blind Assassin|Fyodor Dostoevsky|1973|Fiction|SciFi|761|1|2025-08-10|||
A Game of Thrones|Charles Dickens|1922|Non-Fiction|Other|762|0|2026-03-18|Fiona Gallagher|2026-05-12|2026-05-19
The Song of Achilles|Herman Melville|2002|Non-Fiction|Psychology|763|0|2025-08-02|George Costanza|2026-05-12|2026-05-19
Cats Cradle|Antoine de Saint-Exupery|1938|Non-Fiction|History|764|0|2025-12-14|George Costanza|2026-05-12|2026-05-19
Brave New World|Markus Zusak|1945|Fiction|Drama|765|1|2025-11-09|||
The Road|Ernest Hemingway|2001|Fiction|Adventure|766|1|2025-09-06|||
The Lord of the Rings|Ernest Hemingway|1945|Non-Fiction|Other|767|1|2025-12-01|||
The Sun Also Rises|Erin Morgenstern|1990|Fiction|Thriller|768|0|2026-04-03|Alice Smith|2026-05-12|2026-05-19
The Grapes of Wrath|Walter Isaacson|2004|Non-Fiction|Travel|769|0|2025-09-29|Edward Norton|2026-05-12|2026-05-19
Steve Jobs|JRR Tolkien|1900|Fiction|Drama|770|1|2025-09-11|||
The Lord of the Rings|Andy Weir|1991|Fiction|Drama|771|1|2026-01-11|||
The Odyssey|Cormac McCarthy|1929|Non-Fiction|Other|772|1|2025-05-31|||
Oryx and Crake|Donna Tartt|1994|Fiction|Horror|773|1|2025-05-20|||
Dune|Charles Dickens|1931|Non-Fiction|Autobiography|774|1|2025-08-25|||
The Catcher in the Rye|JRR Tolkien|1995|Non-Fiction|Memoir|775|1|2025-11-23|||
Circe|Brandon Sanderson|2022|Non-Fiction|TrueCrime|776|0|2026-05-10|Diana Prince|2026-05-12|2026-05-19
The Chronicles of Narnia|Herman Melville|1906|Fiction|Other|777|0|2026-02-05|Bob Jones|2026-05-12|2026-05-19
Moby Dick|James Clear|2015|Non-Fiction|Religion|778|1|2026-01-24|||
Deep Work|William Gibson|1978|Fiction|Mystery|779|1|2025-07-24|||
American Gods|Antoine de Saint-Exupery|1905|Fiction|Dystopian|780|1|2025-07-25|||
Gone Girl|Homer|2022|Non-Fiction|Other|781|0|2026-05-11|Fiona Gallagher|2026-05-12|2026-05-19
The Odyssey|John Steinbeck|1967|Fiction|Drama|782|1|2026-03-06|||
Project Hail Mary|Stieg Larsson|2005|Non-Fiction|Religion|783|1|2026-05-11|||
American Gods|Charles Dickens|1999|Fiction|SciFi|784|0|2025-05-23|Diana Prince|2026-05-12|2026-05-19
Artemis|Taylor Jenkins Reid|1932|Non-Fiction|Education|785|1|2026-02-18|||
No Country for Old Men|Cormac McCarthy|1908|Non-Fiction|Philosophy|786|0|2025-10-20|Alice Smith|2026-05-12|2026-05-19
The Martian|Leo Tolstoy|1946|Fiction|Adventure|787|1|2025-08-08|||
Artemis|F. Scott Fitzgerald|2006|Non-Fiction|History|788|1|2025-12-05|||
The Great Gatsby|Stieg Larsson|1998|Non-Fiction|Philosophy|789|0|2025-12-24|Edward Norton|2026-04-22|2026-04-29
The Alchemist|Khaled Hosseini|1942|Non-Fiction|TrueCrime|790|0|2026-02-22|Edward Norton|2026-05-12|2026-05-19
Dark Places|Andy Weir|1981|Non-Fiction|Technology|791|0|2026-03-10|Charlie Brown|2026-04-22|2026-04-29
Homo Deus|Liane Moriarty|1922|Fiction|Adventure|792|1|2026-04-05|||
American Gods|Kurt Vonnegut|1908|Non-Fiction|Technology|793|1|2025-10-08|||
Crime and Punishment|Walter Isaacson|2024|Non-Fiction|Health|794|1|2025-12-06|||
Inferno|Daniel Kahneman|1901|Non-Fiction|Health|795|1|2026-04-11|||
Daisy Jones and The Six|Erin Morgenstern|1902|Non-Fiction|Travel|796|1|2025-11-05|||
Anansi Boys|Kurt Vonnegut|1951|Non-Fiction|Economics|797|1|2025-07-19|||
The Book Thief|Charlotte Bronte|1904|Fiction|Other|798|0|2025-06-18|Alice Smith|2026-05-12|2026-05-19
Angels and Demons|Charles Dickens|2016|Fiction|Adventure|799|1|2025-10-09|||
Project Hail Mary|Madeline Miller|1961|Non-Fiction|Autobiography|800|0|2026-02-17|George Costanza|2026-04-22|2026-04-29
Atomic Habits|Leo Tolstoy|1917|Non-Fiction|Religion|801|0|2026-04-04|Diana Prince|2026-05-12|2026-05-19
Grit|Carl Sagan|1968|Fiction|SliceOfLife|802|1|2025-08-26|||
The Overstory|Margaret Atwood|1943|Fiction|Horror|803|1|2026-03-28|||
The Song of Achilles|Donna Tartt|1956|Fiction|Thriller|804|1|2026-02-04|||
The Silent Patient|Brandon Sanderson|1950|Non-Fiction|Economics|805|1|2025-08-13|||
The Maidens|Ray Bradbury|1941|Fiction|Horror|806|1|2025-05-19|||
The Road|Margaret Atwood|2002|Non-Fiction|Autobiography|807|1|2025-07-16|||
Conversations with Friends|Madeline Miller|2014|Fiction|SliceOfLife|808|1|2025-10-03|||
The Blade Itself|Yann Martel|1906|Non-Fiction|Religion|809|0|2026-01-20|Diana Prince|2026-05-12|2026-05-19
A Game of Thrones|Sally Rooney|1912|Fiction|Other|810|0|2025-05-12|Bob Jones|2026-05-12|2026-05-19
Animal Farm|Delia Owens|1924|Fiction|Other|811|1|2026-03-16|||
The Hunting Party|Jane Austen|2022|Non-Fiction|Biography|812|1|2025-08-25|||
No Country for Old Men|Taylor Jenkins Reid|2010|Non-Fiction|Technology|813|0|2026-03-04|George Costanza|2026-05-12|2026-05-19
The Lost Symbol|F. Scott Fitzgerald|1985|Non-Fiction|Politics|814|1|2025-11-30|||
Neuromancer|Carl Sagan|1957|Non-Fiction|Philosophy|815|0|2026-03-21|Alice Smith|2026-04-22|2026-04-29
